Price,Year,Mileage,City,State,Vin,Make,Model
15991,2015,41648,Jacksonville, FL,2HGFB2F87FH502491,Honda,Civic
19960,2016,11501,Watertown, NY,19XFC1F3XGE210390,Honda,Civic
17992,2016,15570,Spokane, WA,2HGFC2F54GH509726,Honda,Civic
13000,2013,40065,Lancaster, PA,19XFB2F84DE288048,Honda,Civic
15748,2014,36112,Torrance, CA,19XFB2F85EE273821,Honda,Civic
9490,2010,73019,Ashland, VA,2HGFA1F86AH574014,Honda,Civic
13495,2014,54176,Orlando, FL,2HGFB2F85EH525606,Honda,Civic
17488,2015,26456,Colorado Springs, CO,2HGFB2F98FH515100,Honda,Civic
17499,2016,11708,Santa Ana, CA,2HGFC1F70GH639854,Honda,Civic
17200,2015,16532,Asheville, NC,19XFB2F85FE052298,Honda,Civic
15991,2014,29335,Orange City, FL,19XFB2F85EE073425,Honda,Civic
14987,2014,31457,Glen Head, NY,19XFB2F58EE205826,Honda,Civic
13995,2014,36750,Watertown, NY,2HGFB2F59EH535173,Honda,Civic
7388,2011,94331,Watchung, NJ,2HGFA1F54BH305520,Honda,Civic
14980,2015,44268,Jefferson City, MO,19XFB2F84FE073501,Honda,Civic
11588,2012,58389,Lynn, MA,2HGFB2F85CH321899,Honda,Civic
13900,2014,37931,Long Island City, NY,19XFB2F51EE236075,Honda,Civic
16899,2016,20034,Miami, FL,2HGFC2F83GH522879,Honda,Civic
14700,2014,38139,Watertown, CT,19XFB2F87EE264568,Honda,Civic
14500,2014,30725,Louisville, KY,19XFB2F89EE234584,Honda,Civic
13689,2014,56056,Avon, CT,19XFB2F88EE261260,Honda,Civic
15755,2015,24226,Montclair, CA,19XFB2F87FE275670,Honda,Civic
7350,2012,104516,Kissimmee, FL,2HGFB2F58CH512058,Honda,Civic
14991,2014,27395,Tracy, CA,19XFB2F53EE231685,Honda,Civic
15597,2014,17563,Glen Burnie, MD,2HGFB2F88EH543548,Honda,Civic
13977,2013,31138,Akron, OH,19XFB2F82DE278585,Honda,Civic
7900,2009,78514,Westmont, IL,19XFA16579E051161,Honda,Civic
15291,2015,38125,Sunnyvale, CA,19XFB2F73FE229891,Honda,Civic
15890,2015,35289,Birmingham, AL,19XFB2F73FE087316,Honda,Civic
5999,2006,79875,Cambridge, MA,2HGFA15526H521678,Honda,Civic
17569,2016,18864,Davie, FL,19XFC2F72GE016820,Honda,Civic
12499,2010,36014,Cambridge, MA,19XFA1F98AE010531,Honda,Civic
15441,2014,24356,Valencia, CA,19XFB2F87EE263078,Honda,Civic
14900,2015,34625,Elkhart, IN,19XFB2F53FE076976,Honda,Civic
10477,2013,84486,Huntersville, NC,2HGFB2F54DH583193,Honda,Civic
10989,2013,36148,Fergus Falls, MN,2HGFG3B58DH529280,Honda,Civic
11299,2013,60831,Merced, CA,19XFB2F50DE097801,Honda,Civic
14971,2014,33121,RESEDA, CA,19XFB2F8XEE262152,Honda,Civic
15996,2014,22703,Reading, PA,19XFB2F92EE240395,Honda,Civic
13688,2013,57124,Raleigh, NC,19XFB2F97DE067939,Honda,Civic
14250,2014,33916,Louisville, KY,2HGFB2F8XEH540618,Honda,Civic
19250,2016,13036,Bowie, MD,19XFC2F75GE083637,Honda,Civic
19597,2016,9647,Harrisonburg, VA,19XFC2F74GE084164,Honda,Civic
14987,2014,29154,Orland Park, IL,2HGFB2F83EH540265,Honda,Civic
19776,2017,3016,Dublin, GA,19XFC2F87HE024423,Honda,Civic
11890,2014,30579,Green Brook Township, NJ,2HGFG3B86EH514417,Honda,Civic
12916,2015,63309,Tyler, TX,19XFB2F82FE114322,Honda,Civic
15980,2014,23271,Alexandria, VA,19XFB2F88EE084547,Honda,Civic
19799,2017,175,Arlington, TX,19XFC2F51HE061747,Honda,Civic
12995,2014,49153,San Diego, CA,19XFB2F55EE232059,Honda,Civic
15000,2014,41172,Germantown, MD,19XFB2F83EE258430,Honda,Civic
7495,2009,72404,Mine Hill, NJ,2HGFA16559H523461,Honda,Civic
6447,2009,102052,New Braunfels, TX,19XFA16579E043304,Honda,Civic
8888,2012,92635,East Stroudsburg, PA,19XFB2F94CE301887,Honda,Civic
16177,2014,26231,Annapolis, MD,19XFB2F91EE269256,Honda,Civic
10495,2011,59449,Las Vegas, NV,2HGFA1F55BH304490,Honda,Civic
11750,2013,55625,Richmond, VA,19XFB2F80DE035342,Honda,Civic
15854,2014,26433,Charlotte, NC,19XFB2F8XEE079947,Honda,Civic
14000,2014,37130,Louisville, KY,19XFB2F82EE065511,Honda,Civic
11488,2013,65954,Van Nuys, CA,2HGFB2F5XDH565734,Honda,Civic
8433,2012,96216,Union, NJ,2HGFB2F54CH540987,Honda,Civic
7993,2012,99890,Miami, FL,JHMFB2F88CS001272,Honda,Civic
15500,2014,19091,Brookings, SD,19XFB2F83EE067459,Honda,Civic
18500,2016,177,Houston, TX,19XFC2F71GE079830,Honda,Civic
17991,2016,6319,Fremont, CA,19XFC2F7XGE240840,Honda,Civic
18000,2016,12740,Phoenix, AZ,19XFC2F52GE069404,Honda,Civic
17900,2016,20581,Concord, CA,2HGFC2F78GH500318,Honda,Civic
13900,2014,38413,Philadelphia, PA,19XFB2F87EE230730,Honda,Civic
17717,2016,25810,Indian Trail, NC,2HGFC2F89GH504810,Honda,Civic
17500,2016,12262,Lilburn, GA,2HGFC2F50GH537605,Honda,Civic
11989,2013,52834,Spring Branch, TX,2HGFB2F84DH501182,Honda,Civic
13500,2014,43240,Strasburg, PA,19XFB2F50EE223902,Honda,Civic
15276,2014,36425,Portland, OR,19XFB2F50EE004910,Honda,Civic
14119,2013,36633,Nashville, TN,19XFB2F88DE096213,Honda,Civic
6895,2011,60875,Bethlehem, PA,2HGFG1B68BH513784,Honda,Civic
10500,2012,90769,Virginia Beach, VA,19XFB2F86CE372886,Honda,Civic
16000,2014,32011,Colorado Springs, CO,19XFB2F84EE200214,Honda,Civic
13995,2015,31584,Watertown, NY,2HGFG3B59FH512362,Honda,Civic
15700,2014,23127,Tulsa, OK,19XFB2F89EE248517,Honda,Civic
17325,2016,16024,Lafayette, IN,19XFC2F53GE024679,Honda,Civic
10890,2012,57543,Chicago, IL,2HGFB2F52CH593803,Honda,Civic
11900,2013,54048,Opelika, AL,19XFB2F53DE019559,Honda,Civic
17990,2016,6450,Chicago, IL,19XFC2F78GE081560,Honda,Civic
10829,2012,58359,Charleston, SC,19XFB2F8XCE083302,Honda,Civic
16750,2015,21605,Verona, NJ,19XFB2F93FE207164,Honda,Civic
13990,2014,50737,Denville, NJ,19XFB2F9XEE240001,Honda,Civic
15977,2014,16256,Akron, OH,2HGFB2F86EH553365,Honda,Civic
16602,2015,30739,Sanford, FL,19XFB2F99FE045380,Honda,Civic
13999,2014,37428,Farmington, NY,2HGFB2F81EH549787,Honda,Civic
10995,2014,72236,Orland Park, IL,2HGFB2F54EH533024,Honda,Civic
16000,2015,32409,Brandon, MS,19XFB2F56FE105628,Honda,Civic
16500,2015,35198,Cathedral City, CA,19XFB2F85FE211580,Honda,Civic
14149,2016,61000,Charleston, SC,19XFC2E53GE039345,Honda,Civic
15409,2014,33840,Riverdale, UT,19XFB2F88EE076738,Honda,Civic
12295,2014,21859,Midway City, CA,2HGFG3B5XEH518069,Honda,Civic
15500,2014,35453,Pasadena, CA,2HGFB2F89EH544952,Honda,Civic
16991,2016,24165,Lodi, CA,19XFC2F5XGE212535,Honda,Civic
15750,2014,33829,Citrus Heights, CA,19XFB2F82EE245734,Honda,Civic
10980,2014,41498,Miami, FL,2HGFG3B54EH518021,Honda,Civic
15688,2014,36096,Peoria, AZ,19XFB2F83EE073780,Honda,Civic
18878,2017,17516,Corona, CA,19XFC2F52HE209680,Honda,Civic
13829,2014,39607,Hooksett, NH,2HGFB2F5XEH533433,Honda,Civic
15400,2014,30202,Dallas, TX,19XFB2F91EE049485,Honda,Civic
15448,2014,37848,Chicopee, MA,2HGFB2F86EH545511,Honda,Civic
13975,2014,51079,Cincinnati, OH,2HGFB2F59EH544648,Honda,Civic
13987,2015,56161,Homewood, IL,19XFB2F59FE014918,Honda,Civic
13995,2016,54852,Bloomington, CA,19XFC2F51GE232642,Honda,Civic
13530,2015,47928,Philadelphia, PA,19XFB2F82FE219118,Honda,Civic
16991,2015,27039,West Chester, PA,19XFB2F81FE231258,Honda,Civic
11398,2013,69907,Dayton, OH,19XFB2F86DE005715,Honda,Civic
11000,2013,38836,Houston, TX,2HGFG3A59DH505538,Honda,Civic
9005,2010,65811,Shrewsbury, NJ,19XFA1F63AE082288,Honda,Civic
18999,2016,15503,Harrisburg, PA,2HGFC2F77GH520477,Honda,Civic
8900,2011,81128,St Louis, MO,19XFA1F80BE023296,Honda,Civic
19995,2017,4089,Limerick, PA,2HGFC2F76HH516664,Honda,Civic
10594,2012,61459,Peoria, AZ,2HGFB2F57CH599189,Honda,Civic
9980,2013,77455,Jacksonville, FL,19XFB2F57DE086780,Honda,Civic
16595,2015,21710,Capitol Heights, MD,19XFB2F84FE244019,Honda,Civic
15750,2015,35000,Renton, WA,2HGFB2F56FH533690,Honda,Civic
15595,2014,28280,Merrillville, IN,2HGFB2F83EH553629,Honda,Civic
14244,2014,34729,Framingham, MA,2HGFB2F83EH533252,Honda,Civic
12950,2014,55103,Tyler, TX,2HGFB2F54EH533458,Honda,Civic
14497,2015,11426,Greenacres, Fl,2HGFG3B52FH517645,Honda,Civic
16488,2015,16332,Jacksonville, FL,19XFB2F85FE051314,Honda,Civic
8500,2011,78143,Vernon, CT,2HGFA1F53BH549062,Honda,Civic
16993,2015,20859,McMinnville, OR,2HGFB2F80FH555517,Honda,Civic
17995,2016,14845,Ardmore, PA,2HGFC2F55GH556828,Honda,Civic
19272,2017,30,Phoenix, AZ,19XFC2F52HE052622,Honda,Civic
19272,2017,31,Phoenix, AZ,19XFC2F56HE066099,Honda,Civic
8391,2009,78685,Pinellas Park, FL,2HGFA16809H542798,Honda,Civic
16031,2015,32797,Lafayette, IN,19XFB2F86FE074097,Honda,Civic
9295,2012,77200,Taunton, MA,2HGFB2F84CH312630,Honda,Civic
17892,2016,24173,Sanford, FL,19XFC2F78GE029832,Honda,Civic
17600,2016,28946,Virginia Beach, Va,2HGFC2F75GH506125,Honda,Civic
13999,2015,10263,Bellflower, CA,2HGFG3B0XFH519308,Honda,Civic
11990,2012,44801,Raleigh, NC,19XFB2F89CE036486,Honda,Civic
9300,2012,77219,Carmel, IN,2HGFB2F52CH501220,Honda,Civic
15900,2015,23549,Colorado Springs, CO,19XFB2F89FE062137,Honda,Civic
16882,2014,11789,Culver City, CA,19XFB2F92EE275910,Honda,Civic
14576,2015,35889,Columbus, OH,19XFB2F56FE041901,Honda,Civic
17779,2016,21182,Charlotte, NC,19XFC2F54GE074328,Honda,Civic
16590,2016,26622,Pleasanton, CA,19XFC2F70GE248896,Honda,Civic
8500,2010,81927,Langhorne, PA,2HGFA1F52AH583492,Honda,Civic
15995,2014,21889,Houston, TX,19XFB2F5XEE026333,Honda,Civic
12360,2014,54006,Columbus, OH,19XFB2F5XEE059932,Honda,Civic
16488,2016,25127,Sacramento, CA,19XFC2F58GE212095,Honda,Civic
10495,2011,54314,Highland, IN,19XFA1F55BE014440,Honda,Civic
9999,2012,32758,West Covina, CA,2HGFG3B57CH544951,Honda,Civic
10999,2014,37932,West Palm Beach, FL,2HGFG3B51EH501967,Honda,Civic
15397,2015,29713,Glendale, AZ,19XFB2F56FE224778,Honda,Civic
12995,2013,41445,Marietta, GA,19XFB2F98DE286408,Honda,Civic
12998,2012,46438,Florence, KY,19XFB2F51CE079242,Honda,Civic
15998,2014,29836,Clarksville, MD,19XFB2F57EE252622,Honda,Civic
9000,2009,75585,Chesapeake, VA,19XFA15539E019339,Honda,Civic
13450,2014,62000,Citrus Heights, CA,19XFB2F54EE262136,Honda,Civic
13485,2014,56762,Chantilly, VA,19XFB2F88EE081552,Honda,Civic
16500,2015,32531,Pasadena, CA,19XFB2F84FE200442,Honda,Civic
14000,2014,38000,Framingham, MA,2HGFB2F8XEH502063,Honda,Civic
13990,2014,38141,Summerville, SC,19XFB2F54EE045749,Honda,Civic
18981,2016,5059,North Canton, OH,19XFC1F34GE021136,Honda,Civic
16299,2017,9,Woods Cross, UT,2HGFC4B51HH308790,Honda,Civic
17599,2016,12373,Elba, AL,2HGFC2F54GH509998,Honda,Civic
13995,2014,35424,Berkeley, CA,19XFB2F51EE235878,Honda,Civic
16318,2014,33496,Baltimore, MD,19XFB2F93EE275849,Honda,Civic
18494,2016,11001,Riverhead, NY,2HGFC1F34GH642298,Honda,Civic
9875,2013,95206,Newark, DE,2HGFB2F50DH594613,Honda,Civic
18933,2016,7347,Chicago, IL,19XFC2F77GE083445,Honda,Civic
14495,2014,32154,Stafford, VA,19XFB2F91EE248181,Honda,Civic
15437,2014,30634,Kingman, AZ,19XFB2F8XEE076918,Honda,Civic
8250,2011,81581,Jacksonville, FL,2HGFA1F53BH527756,Honda,Civic
15874,2014,28425,Limerick, PA,2HGFB2F81EH557338,Honda,Civic
12997,2014,60285,Fort Worth, TX,2HGFB2F59EH505543,Honda,Civic
15550,2014,26175,Glen Head, NY,19XFB2F51EE235587,Honda,Civic
15397,2014,21340,Hickory Hills, IL,19XFB2F83EE258105,Honda,Civic
8394,2010,71305,Eden Prairie, MN,2HGFA1F54AH558304,Honda,Civic
11500,2014,32172,Union City, GA,2HGFG3B51EH524391,Honda,Civic
13995,2015,20552,Florence, AL,2HGFG3A86FH504781,Honda,Civic
8800,2012,96429,Latham, NY,2HGFB2F55CH331743,Honda,Civic
14575,2014,31288,North Salt Lake, UT,19XFB2F86EE243047,Honda,Civic
12995,2014,50318,Brooklyn, NY,2HGFB2F88EH543016,Honda,Civic
12987,2013,57966,Germantown, MD,19XFB2F93DE268589,Honda,Civic
17688,2016,28981,Florida City, FL,19XFC2F72GE024304,Honda,Civic
14993,2015,51040,Seattle, WA,19XFB2F85FE207836,Honda,Civic
18681,2016,15287,Melbourne, FL,19XFC1F38GE029000,Honda,Civic
13798,2014,40674,Marlborough, MA,2HGFB2F8XEH549335,Honda,Civic
9449,2010,80263,Fayetteville, NC,2HGFA1F56AH307672,Honda,Civic
10990,2011,48711,Marietta, GA,2HGFA1F54BH530066,Honda,Civic
16299,2017,265,Woods Cross, UT,2HGFC4B54HH305480,Honda,Civic
13400,2014,42887,Houston, TX,19XFB2F53EE030210,Honda,Civic
7995,2012,103504,Thorndale, PA,19XFB2F59CE061099,Honda,Civic
16250,2015,35873,Pasadena, CA,19XFB2F82FE207857,Honda,Civic
17980,2015,19601,Prescott, AZ,2HGFB2F95FH512879,Honda,Civic
17678,2015,14746,Hillsboro, OR,19XFB2F84FE702318,Honda,Civic
9999,2011,60418,Patchogue, NY,2HGFA1F80BH500590,Honda,Civic
9500,2012,77500,Gurnee, IL,19XFB2F54CE093944,Honda,Civic
8990,2012,96452,Wappingers Falls, NY,2HGFB2F83CH518747,Honda,Civic
15976,2014,23262,Oklahoma City, OK,19XFB2F81EE068982,Honda,Civic
16910,2016,30338,Cookeville, TN,19XFC2F59GE038036,Honda,Civic
14582,2014,47507,Germantown, MD,19XFB2F87EE270743,Honda,Civic
11990,2014,75817,Denville, NJ,19XFB2F87EE247558,Honda,Civic
15100,2014,43962,Colorado Springs, CO,19XFB2F80EE217432,Honda,Civic
15287,2015,41326,Salisbury, NC,19XFB2F89FE008692,Honda,Civic
18733,2016,11596,Davie, FL,2HGFC2F53GH562448,Honda,Civic
11500,2012,51339,Mt. Prospect, IL,19XFB2F90CE329864,Honda,Civic
10999,2013,40700,Fort Pierce, FL,2HGFG3B51DH527869,Honda,Civic
14950,2014,40630,Amarillo, TX,19XFB2F84EE065719,Honda,Civic
9499,2010,62969,Livonia, MI,19XFA1F56AE040883,Honda,Civic
11994,2015,81055,Lancaster, MA,19XFB2F76FE232641,Honda,Civic
13609,2014,46966,Torrington, CT,2HGFB2F86EH528403,Honda,Civic
11900,2012,54681,Jackson, MS,2HGFB6E53CH700365,Honda,Civic
13000,2014,31163,Austin, TX,2HGFG3B51EH503282,Honda,Civic
15715,2014,27672,Shreveport, LA,19XFB2F85EE011698,Honda,Civic
11495,2013,23946,Bloomington, CA,2HGFG3B50DH515339,Honda,Civic
18524,2016,5863,Fremont, CA,19XFC2F57GE219510,Honda,Civic
10995,2012,57499,Nashville, TN,19XFB2F86CE059515,Honda,Civic
17502,2015,23571,Bloomington, IN,19XFB2F90FE029567,Honda,Civic
16695,2014,15914,Chesterton, IN,2HGFB2F85EH559755,Honda,Civic
10999,2012,65766,Conyers, GA,19XFB2F85CE025212,Honda,Civic
9200,2011,70570,Costa Mesa, CA,2HGFA1F51BH536553,Honda,Civic
15995,2014,26151,Bristol, TN,2HGFB2F54EH537235,Honda,Civic
13995,2013,30049,Sacramento, CA,19XFB2F82DE285522,Honda,Civic
15680,2014,28455,Alexandria, VA,2HGFB2F82EH543724,Honda,Civic
13488,2013,52778,Las Vegas, NV,19XFB2F97DE030003,Honda,Civic
8500,2011,92125,N. Charleston, SC,2HGFA1F55BH527967,Honda,Civic
10999,2014,38658,Stafford, VA,2HGFG3B83EH505304,Honda,Civic
15000,2013,27454,Webster, TX,2HGFB2F57DH580840,Honda,Civic
13000,2013,53123,Tampa, FL,19XFB2F93DE061992,Honda,Civic
10495,2012,63728,St. Louis, MO,2HGFB2F5XCH609780,Honda,Civic
12988,2014,32187,Citrus Heights, CA,2HGFG3B51EH508577,Honda,Civic
15992,2015,33518,Orlando, FL,2HGFB2F80FH504289,Honda,Civic
10500,2013,44756,Eatontown, NJ,2HGFG3B56DH514518,Honda,Civic
16995,2015,16233,Brooklyn, NY,2HGFB2F93FH547517,Honda,Civic
7495,2006,48330,Virginia Beach, VA,1HGFA16806L037410,Honda,Civic
8990,2010,64668,Chicago, IL,19XFA1F50AE058991,Honda,Civic
13991,2015,33575,Dublin, OH,2HGFG3B88FH506126,Honda,Civic
16980,2016,22540,Houston, TX,19XFC2F57GE037953,Honda,Civic
16493,2015,31033,Harrisburg, PA,2HGFB2F91FH553316,Honda,Civic
12999,2014,50879,San Diego, CA,19XFB2F8XEE233251,Honda,Civic
14200,2014,36419,Long Island City, NY,19XFB2F53EE231203,Honda,Civic
18978,2017,2065,Houston, TX,19XFC2F57HE041664,Honda,Civic
17498,2016,21220,Vallejo, CA,2HGFC2F52GH535337,Honda,Civic
12800,2015,35014,Union, NJ,2HGFG3B52FH524059,Honda,Civic
13988,2014,39007,Raleigh, NC,2HGFB2F57EH558399,Honda,Civic
16370,2015,25562,Renton, WA,19XFB2F80FE270245,Honda,Civic
15555,2014,37967,Port Richey, FL,19XFB2F86EE083025,Honda,Civic
9200,2011,90653,Saco, ME,2HGFA1F95BH523971,Honda,Civic
13990,2014,39019,Sterling, VA,2HGFB2F53EH510706,Honda,Civic
16967,2015,20201,Clearwater, FL,19XFB2F9XFE003557,Honda,Civic
16500,2015,34979,Frisco, TX,19XFB2F85FE034190,Honda,Civic
13700,2014,42556,Long Island City, NY,2HGFB2F56EH502986,Honda,Civic
13616,2014,43580,Indianapolis, IN,19XFB2F86EE054768,Honda,Civic
8890,2014,100498,Fredericksburg, VA,19XFB2F58EE201534,Honda,Civic
13690,2014,42707,Sterling, VA,19XFB2F85EE272152,Honda,Civic
14500,2014,33000,Costa Mesa, CA,19XFB2F90EE253694,Honda,Civic
17629,2016,19823,Vallejo, CA,2HGFC2F54GH522394,Honda,Civic
16937,2014,13490,Owings Mills, MD,2HGFB2F95EH542351,Honda,Civic
17995,2016,17951,Hickory, NC,19XFC2F56GE237996,Honda,Civic
16980,2016,30459,Alexandria, VA,2HGFC2F74GH520856,Honda,Civic
13935,2015,22133,Riverhead, NY,2HGFG3B58FH502700,Honda,Civic
15995,2016,32249,Baltimore, MD,19XFC2F55GE205427,Honda,Civic
14000,2014,59847,Lemon Grove, CA,19XFB2F88EE257435,Honda,Civic
15500,2014,25081,Los Angeles, CA,19XFB2F50EE216187,Honda,Civic
10900,2013,67831,Montclair, CA,19XFB2F53DE229823,Honda,Civic
20878,2017,15,Bentonville, AR,19XFC2F76HE005661,Honda,Civic
8495,2012,60817,Pembroke Pines, FL,2HGFG3B52CH520895,Honda,Civic
16350,2015,35475,Pasadena, CA,19XFB2F87FE223570,Honda,Civic
14599,2014,44146,Langhorne, PA,19XFB2F89EE251952,Honda,Civic
16788,2015,23620,El Cajon, CA,2HGFB2F99FH537820,Honda,Civic
8991,2012,98688,Pinellas Park, FL,19XFB2F9XCE300419,Honda,Civic
7200,2008,85486,Webster, TX,1HGFA16558L086188,Honda,Civic
16716,2014,16285,Latham, NY,2HGFB2F83EH555042,Honda,Civic
18500,2016,12015,Neosho, MO,2HGFC2F78GH563404,Honda,Civic
9998,2009,44388,San Antonio, TX,2HGFA16809H505007,Honda,Civic
8595,2011,78489,Sykesville, MD,19XFA1F60BE020512,Honda,Civic
14995,2015,45675,Lynn, MA,2HGFB2F94FH500819,Honda,Civic
10679,2010,70355,Fargo, ND,2HGFA1F9XAH521762,Honda,Civic
15995,2016,32414,Bloomington, CA,2HGFC2F50GH534428,Honda,Civic
15499,2014,30281,Omaha, NE,19XFB2F83EE060804,Honda,Civic
11650,2010,49033,Glen Mills, PA,2HGFA1F97AH531634,Honda,Civic
12595,2014,56194,Streamwood, IL,19XFB2F86EE018403,Honda,Civic
12997,2014,55103,Murray, UT,19XFB2F53EE207399,Honda,Civic
6900,2010,90394,Bronx, NY,19XFA1F63AE083814,Honda,Civic
11995,2015,72048,Burbank, IL,19XFB2F51FE071288,Honda,Civic
15987,2015,41039,Paso Robles, CA,19XFB2F56FE235862,Honda,Civic
15491,2014,33763,Columbia, SC,2HGFB2F82EH500906,Honda,Civic
10591,2014,54392,Las Vegas, NV,2HGFG3A53EH520327,Honda,Civic
7549,2008,81808,Pinellas Park, FL,1HGFA16588L066324,Honda,Civic
13885,2014,20030,Hopkins, MN,2HGFG3B83EH505268,Honda,Civic
9995,2013,42845,Allentown, PA,2HGFG3B50DH516216,Honda,Civic
14523,2015,22116,Norman, OK,2HGFG3B52FH531710,Honda,Civic
17988,2016,5920,Houston, TX,19XFC2F62GE043300,Honda,Civic
9990,2012,54524,Cary, NC,2HGFG3B52CH553153,Honda,Civic
12500,2014,35480,Jacksonville, FL,2HGFG3B59EH512991,Honda,Civic
15697,2014,35840,West Chester, PA,19XFB2F93EE275060,Honda,Civic
18387,2016,15108,McDonough, GA,19XFC2F70GE067734,Honda,Civic
8500,2007,62433,Hazelwood, MO,1HGFA16527L014329,Honda,Civic
19795,2017,3201,Frankfort, KY,19XFC2F53HE024232,Honda,Civic
7900,2009,83519,Pompton Plains, NJ,2HGFA16619H538581,Honda,Civic
8450,2012,106882,Fairborn, OH,19XFB2F54CE344199,Honda,Civic
12750,2013,45000,New Orleans, LA,19XFB2F50DE082845,Honda,Civic
13000,2013,58951,Pasadena, CA,19XFB2F84DE251288,Honda,Civic
18995,2017,5144,Montclair, CA,19XFC2F52HE200607,Honda,Civic
18477,2016,9486,Salem, OR,19XFC2F79GE232860,Honda,Civic
10300,2012,66884,New Bedford, MA,19XFB2F99CE322881,Honda,Civic
19888,2017,4241,Selma, CA,19XFC2F58HE218609,Honda,Civic
16000,2014,15447,Louisville, KY,2HGFB2F98EH533532,Honda,Civic
9449,2011,77912,Charlotte, NC,19XFA1F32BE014975,Honda,Civic
17700,2015,22859,Cathedral City, CA,19XFB2F97FE206292,Honda,Civic
13469,2014,9800,Venice, CA,2HGFG3B58EH525764,Honda,Civic
16993,2015,20769,Culver City, CA,19XFB2F93FE260009,Honda,Civic
14695,2014,39235,Ardmore, PA,19XFB2F59EE203969,Honda,Civic
17790,2016,21423,Charleston, SC,19XFC2F71GE241696,Honda,Civic
12784,2014,59961,San Marcos, TX,19XFB2F80EE043023,Honda,Civic
12801,2014,26544,Culver City, CA,2HGFG3A56EH524288,Honda,Civic
16230,2014,23282,Springfield, PA,2HGFB2F80EH536724,Honda,Civic
14687,2014,41150,New Bern, NC,19XFB2F87EE071868,Honda,Civic
11000,2011,65984,Pasadena, CA,2HGFA1F56BH529128,Honda,Civic
16700,2016,45161,Santa Rosa, CA,2HGFC2F78GH520312,Honda,Civic
16476,2014,18208,Clearwater, FL,19XFB2F95EE085342,Honda,Civic
17000,2015,41592,El Paso, TX,19XFB2F95FE020864,Honda,Civic
10883,2012,59720,Patchogue, NY,19XFB2F88CE028704,Honda,Civic
14599,2015,14320,Moon Township, PA,2HGFG3B54FH509689,Honda,Civic
7995,2010,77614,Marietta, GA,2HGFA1F59AH319587,Honda,Civic
15697,2014,36118,West Chester, PA,19XFB2F96EE266482,Honda,Civic
18341,2015,14654,Bloomington, IN,19XFB2F88FE029520,Honda,Civic
14440,2014,34402,Newnan, GA,19XFB2F84EE060939,Honda,Civic
21200,2017,4776,Salt Lake City, UT,19XFC1F34HE017170,Honda,Civic
10499,2011,65898,Shakopee, MN,2HGFA1F65BH540940,Honda,Civic
14596,2014,36642,Orland Park, IL,2HGFB2F84EH546009,Honda,Civic
12000,2013,55215,MONTCLAIR, CA,19XFB2F82DE261656,Honda,Civic
16564,2015,26696,Union, NJ,19XFB2F93FE222764,Honda,Civic
16498,2015,40080,Chester, VA,2HGFB2F99FH543598,Honda,Civic
18000,2016,18654,Boone, NC,2HGFC2F71GH501648,Honda,Civic
14892,2014,28370,Miami, FL,19XFB2F51EE051363,Honda,Civic
12393,2014,74200,Rochester, NY,19XFB2F88EE246774,Honda,Civic
12900,2016,70299,Lagrange, GA,19XFC2F58GE000958,Honda,Civic
15995,2015,24425,Montclair, CA,19XFB2F83FE221282,Honda,Civic
16000,2015,34190,Stockton, CA,2HGFB2F57FH534475,Honda,Civic
9995,2010,59221,Bloomfield Hills, MI,2HGFA1F5XAH524657,Honda,Civic
16313,2014,24978,Davie, FL,19XFB2F99EE075848,Honda,Civic
20812,2017,3780,Lexington, SC,19XFC2F76HE006390,Honda,Civic
15500,2015,43009,Las Vegas, NV,2HGFB2F86FH514714,Honda,Civic
14681,2014,39332,Oklahoma City, OK,19XFB2F8XEE060508,Honda,Civic
15695,2015,26655,Jersey City, NJ,19XFB2F51FE203644,Honda,Civic
14498,2015,42512,Fremont, CA,2HGFB2F86FH566862,Honda,Civic
15999,2015,34271,Simi Valley, CA,2HGFB2F56FH542597,Honda,Civic
17078,2015,20765,Owings Mills, MD,19XFB2F85FE205634,Honda,Civic
9496,2010,59799,Phoenix, AZ,19XFA1F56AE066903,Honda,Civic
14198,2014,40715,Lakewood, NJ,19XFB2F80EE217723,Honda,Civic
14600,2013,34546,Round Rock, TX,19XFB2F90DE087790,Honda,Civic
19998,2017,15238,Jackson, TN,19XFC2F7XHE006635,Honda,Civic
7440,2010,84602,Alpharetta, GA,2HGFA1F34AH529092,Honda,Civic
9396,2012,78251,Woodbridge, VA,19XFB2F58CE090027,Honda,Civic
12495,2015,30600,Naugatuck, CT,2HGFG3B81FH528338,Honda,Civic
10881,2012,72270,Riverdale, UT,2HGFB2F52CH558307,Honda,Civic
18777,2016,9550,Bristol, WI,19XFC2F75GE035913,Honda,Civic
17500,2015,19689,Poughkeepsie, NY,2HGFB2F97FH500782,Honda,Civic
10000,2011,69000,Auburn, IN,19XFA1F88BE027547,Honda,Civic
9285,2011,71074,Ontario, CA,2HGFA1F54BH528561,Honda,Civic
16354,2014,35608,Cumming, GA,19XFB2F94EE085557,Honda,Civic
6500,2008,89838,Tampa, FL,1HGFA16598L037950,Honda,Civic
6000,2009,104462,Tampa, FL,2HGFA16609H331759,Honda,Civic
17488,2015,16573,Bloomington, MN,19XFB2F97FE048455,Honda,Civic
14981,2014,28359,Coopersburg, PA,19XFB2F85EE234338,Honda,Civic
14000,2014,40179,Louisville, KY,2HGFB2F8XEH546838,Honda,Civic
